age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
47, Private,250563, Preschool,7, Never-married, Craft-repair, Not-in-family, Black, Male,5,0,39, United-States, <=50K
16, Private,302160, 10th,6, Never-married, Handlers-cleaners, Own-child, Black, Male,15,0,39, United-States, <=50K
42, Local-gov,121561, Bachelors,12, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,22,0,55, Philippines, >50K
43, Local-gov,53248, Assoc-acdm,11, Married-civ-spouse, Adm-clerical, Husband, Black, Female,-15,-1,39, United-States, <=50K
37, State-gov,285813, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,19,0,58, United-States, >50K
48, Private,217214, HS-grad,8, Divorced, Other-service, Unmarried, White, Female,1,0,43, United-States, <=50K
65, Private,321053, 7th-8th,9, Divorced, Sales, Not-in-family, White, Female,3577,0,29, United-States, <=50K
38, Private,184786, 1st-4th,2, Never-married, Transport-moving, Not-in-family, White, Male,-7,0,44, Puerto-Rico, <=50K
52, Self-emp-not-inc,42784, HS-grad,8, Married-civ-spouse, Craft-repair, Husband, White, Male,19,0,33, United-States, <=50K
39, Private,188890, Assoc-acdm,12, Married-civ-spouse, Transport-moving, Husband, White, Male,3,0,40, United-States, <=50K
48, Private,287173, HS-grad,9, Never-married, Other-service, Not-in-family, Black, Female,9,0,39, United-States, <=50K
74, Private,118995, Masters,15, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,7,0,54, Haiti, <=50K
47, Private,159292, Bachelors,12, Married-spouse-absent, Sales, Unmarried, White, Male,6,0,39, Cuba, <=50K
49, Private,73995, 7th-8th,3, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,-36,0,39, United-States, <=50K
22, Private,212442, HS-grad,8, Married-spouse-absent, Transport-moving, Not-in-family, White, Male,1,0,39, United-States, <=50K
28, Private,231752, Bachelors,12, Never-married, Prof-specialty, Unmarried, Other, Female,3,0,34, Philippines, <=50K
17, Private,261846, 11th,7, Never-married, Craft-repair, Own-child, White, Male,15,0,40, United-States, <=50K
55, Self-emp-inc,83523, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,4,0,39, United-States, >50K
65, Federal-gov,230916, HS-grad,8, Separated, Adm-clerical, Unmarried, Black, Female,-26,0,20, United-States, <=50K
24, Private,151422, Assoc-acdm,12, Never-married, Prof-specialty, Not-in-family, White, Female,8,0,39, United-States, <=50K
60, Private,273666, 7th-8th,3, Widowed, Other-service, Husband, White, Female,-18,0,19, United-States, <=50K
17, Private,500890, Some-college,9, Never-married, Handlers-cleaners, Own-child, White, Female,-11,0,29, United-States, <=50K
42, Private,207441, HS-grad,9, Divorced, Craft-repair, Unmarried, Black, Male,21,0,39, United-States, <=50K
22, Private,86801, 12th,7, Separated, Other-service, Other-relative, Other, Female,-21,0,22, Philippines, <=50K
27, Local-gov,227074, Bachelors,12, Divorced, Adm-clerical, Unmarried, Black, Female,22,0,34, United-States, <=50K
43, Federal-gov,108074, Bachelors,12, Divorced, Adm-clerical, Not-in-family, White, Female,-2,0,65, United-States, <=50K
18, Private,19102, 11th,6, Never-married, Other-service, Own-child, White, Male,11,0,43, United-States, <=50K
35, Private,117768, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,37,-1,39, United-States, <=50K
41, Private,90037, Masters,13, Never-married, Adm-clerical, Unmarried, White, Female,-20,0,40, United-States, >50K
23, Private,37019, 9th,3, Never-married, Handlers-cleaners, Other-relative, White, Female,-19,0,30, Mexico, <=50K
37, Private,106407, HS-grad,8, Married-civ-spouse, Craft-repair, Husband, White, Male,-8,0,39, United-States, <=50K
22, Private,84996, 11th,7, Never-married, Other-service, Not-in-family, White, Female,-3,0,40, United-States, <=50K
46, Private,37825, HS-grad,8, Divorced, Sales, Unmarried, Asian-Pac-Islander, Male,-11,0,39, South, <=50K
47, Local-gov,194780, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,-6,0,39, United-States, >50K
44, Private,105134, 5th-6th,2, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7,0,39, Mexico, <=50K
36, Private,151457, Some-college,9, Separated, Other-service, Not-in-family, Black, Female,17,0,29, Honduras, <=50K
40, Self-emp-not-inc,103613, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,16,0,40, United-States, >50K
47, Private,95484, HS-grad,8, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,-7,0,39, United-States, <=50K
46, Self-emp-not-inc,101273, Prof-school,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,15261,0,49, Iran, >50K
36, Private,204027, Bachelors,12, Divorced, Adm-clerical, Unmarried, White, Female,11,0,44, United-States, <=50K
72, Private,189578, 9th,5, Married-spouse-absent, Sales, Not-in-family, White, Male,-3,0,11, United-States, <=50K
50, Private,114700, HS-grad,9, Separated, Adm-clerical, Not-in-family, White, Female,-3,0,40, United-States, <=50K
32, Private,112994, HS-grad,8, Married-civ-spouse, Adm-clerical, Husband, White, Male,11,0,34, United-States, >50K
40, Local-gov,69873, Bachelors,12, Married-civ-spouse, Adm-clerical, Husband, White, Male,-14,0,45, United-States, >50K
33, Private,104476, HS-grad,9, Never-married, Adm-clerical, Unmarried, White, Female,51,0,28, United-States, <=50K
22, Private,135509, Assoc-voc,10, Never-married, Prof-specialty, Own-child, White, Female,23,0,29, United-States, <=50K
20, Private,254177, Assoc-voc,10, Never-married, Machine-op-inspct, Husband, White, Male,-8,0,40, Honduras, <=50K
25, Self-emp-not-inc,122253, Bachelors,12, Married-civ-spouse, Prof-specialty, Husband, White, Male,23,-1,57, United-States, <=50K
39, Self-emp-not-inc,217289, HS-grad,8, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,11,0,49, United-States, <=50K
58, Self-emp-not-inc,126601, Bachelors,12, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,44, United-States, <=50K
42, Federal-gov,66246, Bachelors,12, Married-spouse-absent, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,-1,0,58, India, >50K
35, Private,29662, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,13,0,39, United-States, >50K
63, Local-gov,18549, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,-2,0,26, United-States, >50K
47, Private,60713, Some-college,9, Divorced, Craft-repair, Unmarried, White, Female,1,0,39, United-States, <=50K
60, Federal-gov,306969, HS-grad,8, Divorced, Adm-clerical, Not-in-family, White, Female,-10,0,39, United-States, >50K
27, Private,97733, Bachelors,12, Never-married, Handlers-cleaners, Unmarried, White, Female,-12,0,39, United-States, <=50K
50, Federal-gov,103981, Masters,14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,-9,0,45, United-States, >50K
58, Private,275678, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,14953,0,64, United-States, >50K
39, Local-gov,158413, Some-college,9, Married-civ-spouse, Protective-serv, Husband, Black, Male,22,0,48, United-States, <=50K
60, Private,325154, Prof-school,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,48,0,62, United-States, >50K
46, Local-gov,118401, HS-grad,8, Married-civ-spouse, Sales, Husband, Black, Male,6,0,33, United-States, >50K
20, Private,19962, HS-grad,8, Widowed, Priv-house-serv, Unmarried, White, Female,-4,0,24, United-States, <=50K
37, Private,87263, Bachelors,12, Never-married, Prof-specialty, Not-in-family, White, Female,2,0,34, United-States, <=50K
20, Private,224567, Some-college,9, Separated, Farming-fishing, Not-in-family, White, Male,24,0,43, United-States, <=50K
50, Self-emp-not-inc,164345, Bachelors,12, Married-civ-spouse, Other-service, Not-in-family, White, Male,-1,0,34, United-States, <=50K
63, Private,228975, HS-grad,8, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,-23,0,39, United-States, <=50K
68, Federal-gov,214892, Assoc-voc,10, Married-civ-spouse, Other-service, Wife, White, Female,36,0,64, United-States, >50K
21, Private,53318, 10th,6, Never-married, Sales, Own-child, White, Female,6,0,49, United-States, <=50K
22, Private,114689, Some-college,10, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,39, South, <=50K
29, Private,203074, Some-college,10, Never-married, Exec-managerial, Not-in-family, Black, Male,-10,0,39, Outlying-US(Guam-USVI-etc), <=50K
44, Private,157693, Bachelors,12, Married-civ-spouse, Adm-clerical, Husband, White, Male,-11,0,40, United-States, >50K
22, Private,123992, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,6,0,62, United-States, <=50K
44, Private,169736, Assoc-acdm,12, Married-civ-spouse, Transport-moving, Wife, White, Female,-13,0,34, United-States, <=50K
21, Private,177107, Some-college,6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7,0,39, United-States, <=50K
40, Private,215260, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,9,0,39, United-States, <=50K
36, Local-gov,323547, Masters,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,29,0,39, United-States, >50K
51, State-gov,36943, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,6,0,48, United-States, <=50K
24, Private,148662, Bachelors,12, Never-married, Prof-specialty, Own-child, White, Female,7,0,60, United-States, <=50K
40, State-gov,85867, HS-grad,8, Married-civ-spouse, Exec-managerial, Husband, White, Female,34,0,39, United-States, >50K
31, State-gov,46152, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Female,-13,0,40, United-States, >50K
46, Private,206103, Bachelors,12, Never-married, Prof-specialty, Not-in-family, White, Male,17,0,39, United-States, <=50K
20, Private,102579, HS-grad,8, Never-married, Other-service, Own-child, White, Male,17,0,29, United-States, <=50K
36, Private,187729, Assoc-voc,8, Married-civ-spouse, Adm-clerical, Husband, Black, Female,22,0,39, United-States, >50K
50, Private,321155, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,2,0,40, United-States, >50K
40, Private,32617, Some-college,9, Separated, Prof-specialty, Not-in-family, White, Female,-4,0,40, United-States, >50K
23, Self-emp-inc,37082, Some-college,9, Separated, Sales, Own-child, White, Female,-3,0,29, United-States, <=50K
47, Private,183395, Assoc-acdm,12, Married-civ-spouse, Other-service, Wife, White, Female,5,0,44, United-States, <=50K
29, Private,109587, Assoc-voc,10, Never-married, Tech-support, Other-relative, Black, Female,7,0,39, United-States, <=50K
46, Self-emp-not-inc,24547, HS-grad,8, Married-civ-spouse, Adm-clerical, Husband, White, Male,6,0,55, United-States, <=50K
41, Private,215964, Some-college,10, Divorced, Adm-clerical, Other-relative, White, Female,11,0,39, United-States, <=50K
29, Private,247278, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,-2,0,44, United-States, <=50K
37, Private,309852, 5th-6th,3, Married-civ-spouse, Handlers-cleaners, Unmarried, Black, Male,-2,0,40, Mexico, <=50K
44, Federal-gov,142067, HS-grad,10, Married-civ-spouse, Transport-moving, Husband, White, Male,16,0,49, United-States, >50K
50, Without-pay,55214, HS-grad,9, Married-spouse-absent, Other-service, Husband, White, Male,15,0,40, United-States, <=50K
40, Private,238700, HS-grad,8, Married-civ-spouse, Adm-clerical, Unmarried, Black, Female,0,1,35, South, <=50K
34, Private,27528, 10th,11, Married-civ-spouse, Craft-repair, Husband, White, Male,13,0,39, United-States, >50K
37, Self-emp-not-inc,105758, HS-grad,8, Widowed, Other-service, Unmarried, White, Female,-10,0,30, United-States, <=50K
20, Private,234839, Bachelors,11, Never-married, Prof-specialty, Own-child, White, Female,8,0,35, United-States, <=50K
45, Self-emp-inc,37731, Masters,14, Married-civ-spouse, Exec-managerial, Wife, White, Female,15001,0,57, United-States, >50K
58, State-gov,76589, HS-grad,8, Married-civ-spouse, Adm-clerical, Husband, Black, Male,15425,0,34, United-States, >50K
55, Private,220129, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,7,0,35, United-States, >50K
19, Private,239921, HS-grad,9, Divorced, Adm-clerical, Not-in-family, Black, Male,-5,0,39, United-States, <=50K
45, Private,90202, HS-grad,8, Divorced, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,39,0,39, South, <=50K
29, Private,97876, HS-grad,8, Never-married, Farming-fishing, Own-child, Black, Female,24,0,39, United-States, <=50K
39, Self-emp-not-inc,106753, HS-grad,9, Divorced, Sales, Husband, White, Male,23,0,49, United-States, <=50K
48, Private,98680, HS-grad,8, Married-civ-spouse, Transport-moving, Husband, White, Male,28,0,49, United-States, >50K
42, Local-gov,16709, HS-grad,13, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,-3,0,44, United-States, >50K
41, Private,123932, Masters,6, Widowed, Sales, Unmarried, White, Female,3232,0,40, United-States, <=50K
79, Private,72039, Masters,13, Never-married, Prof-specialty, Not-in-family, White, Female,18,0,61, United-States, <=50K
25, Self-emp-not-inc,84210, Bachelors,12, Never-married, Prof-specialty, Unmarried, Black, Female,-3,0,49, United-States, <=50K
47, Federal-gov,503454, Prof-school,15, Divorced, Priv-house-serv, Unmarried, Asian-Pac-Islander, Male,22,-1,39, Cuba, <=50K
45, Private,197942, Doctorate,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,21,0,39, United-States, >50K
20, Private,163194, 11th,3, Never-married, Sales, Other-relative, White, Male,6,0,29, El-Salvador, <=50K
31, Private,263382, Some-college,9, Never-married, Other-service, Other-relative, Black, Female,-20,0,39, South, <=50K
42, Self-emp-not-inc,54309, Some-college,9, Married-civ-spouse, Sales, Husband, White, Male,5,0,49, United-States, <=50K
42, Private,157291, HS-grad,3, Married-civ-spouse, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Male,-19,0,33, India, <=50K
38, Federal-gov,121006, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,20,-1,43, United-States, >50K
43, Private,163909, Some-college,12, Married-civ-spouse, Craft-repair, Husband, White, Male,-28,0,34, United-States, <=50K
16, Private,254505, Some-college,10, Never-married, Other-service, Own-child, White, Male,-11,0,29, United-States, <=50K
47, Local-gov,154727, Doctorate,15, Never-married, Prof-specialty, Husband, White, Male,8,0,39, United-States, >50K
64, Private,85751, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,6,0,58, United-States, >50K
28, Private,112499, HS-grad,8, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,11,0,34, Cuba, <=50K
19, Private,217491, 11th,7, Never-married, Other-service, Own-child, Black, Female,18,0,29, United-States, <=50K
48, Self-emp-not-inc,189663, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,58, United-States, <=50K
31, Federal-gov,35148, Bachelors,12, Never-married, Adm-clerical, Unmarried, White, Female,-5,0,44, United-States, <=50K
18, Federal-gov,162475, Some-college,10, Never-married, Tech-support, Other-relative, White, Female,-5,0,29, United-States, <=50K
34, Private,71482, Some-college,7, Divorced, Tech-support, Unmarried, White, Female,4,0,40, United-States, <=50K
45, Self-emp-not-inc,88305, Bachelors,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,21,0,55, United-States, <=50K
51, Private,328094, Bachelors,12, Married-civ-spouse, Sales, Husband, White, Male,15,1739,39, United-States, <=50K
22, Private,88038, HS-grad,8, Married-AF-spouse, Adm-clerical, Wife, White, Female,-25,0,30, United-States, <=50K
44, Self-emp-not-inc,28844, Bachelors,12, Married-civ-spouse, Prof-specialty, Husband, White, Male,19,0,71, United-States, >50K
60, Self-emp-not-inc,356343, Some-college,9, Married-civ-spouse, Protective-serv, Husband, White, Male,5,0,40, United-States, >50K
45, Private,238896, HS-grad,8, Divorced, Other-service, Unmarried, Black, Male,4,0,35, United-States, <=50K
29, Private,158303, HS-grad,9, Divorced, Transport-moving, Own-child, White, Male,11,0,53, United-States, <=50K
45, Self-emp-not-inc,220115, Some-college,9, Married-civ-spouse, Transport-moving, Husband, White, Male,12,0,43, United-States, >50K
40, Self-emp-not-inc,141795, Bachelors,12, Married-civ-spouse, Adm-clerical, Husband, White, Male,33,0,54, United-States, >50K
30, Private,96454, Assoc-voc,11, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,21,0,35, United-States, <=50K
26, Private,153397, Bachelors,12, Never-married, Exec-managerial, Not-in-family, White, Male,-6,0,44, Italy, <=50K
27, Private,210407, HS-grad,8, Separated, Other-service, Unmarried, Black, Male,16,0,39, United-States, <=50K
17, Private,157558, 11th,6, Never-married, Sales, Own-child, White, Male,20,0,30, United-States, <=50K
29, Federal-gov,211336, Bachelors,13, Married-spouse-absent, Exec-managerial, Not-in-family, White, Male,7,0,57, Cuba, <=50K
